symbol,company,last.sale.price,market.cap,ipo.year,sector,industry
VAC,Marriot Vacations Worldwide Corporation,83.77,$3.94B,NA,Finance,Real Estate
MMC,"Marsh & McLennan Companies, Inc.",84.06,$42.34B,NA,Finance,Specialty Insurers
MLM,"Martin Marietta Materials, Inc.",180.47,$11.32B,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MAS,Masco Corporation,32.22,$9.84B,NA,Basic Industries,Forest Products
DOOR,Masonite International Corporation,52.47,$1.39B,NA,Basic Industries,Forest Products
MTZ,"MasTec, Inc.",46.54,$3.66B,NA,Basic Industries,Water Supply
MA,Mastercard Incorporated,202,$223.99B,2006,Miscellaneous,Business Services
MTDR,Matador Resources Company,19.92,$2.32B,2012,Energy,Oil & Gas Production
MTRN,Materion Corporation,47.9,$969.7M,NA,Capital Goods,Industrial Specialties
MATX,"Matson, Inc.",34.34,$1.47B,NA,Consumer Services,Marine Transportation
MLP,"Maui Land & Pineapple Company, Inc.",11,$211.07M,NA,Finance,Real Estate
MAXR,Maxar Technologies Inc.,5.04,$299.28M,NA,Technology,Radio And Television Broadcasting And Communications Equipment
MMS,"Maximus, Inc.",69.4,$4.45B,1997,Miscellaneous,Business Services
MXL,"MaxLinear, Inc",18.24,$1.26B,2010,Technology,Semiconductors
MBI,"MBIA, Inc.",9.48,$859.74M,1987,Finance,Property-Casualty Insurers
MKC,"McCormick & Company, Incorporated",139.44,$18.36B,NA,Consumer Non-Durables,Packaged Foods
MKC.V,"McCormick & Company, Incorporated",NA,NA,NA,Consumer Non-Durables,Packaged Foods
MDR,"McDermott International, Inc.",8.96,$1.62B,NA,Capital Goods,Metal Fabrications
MCD,McDonald&#39;s Corporation,182.57,$140.75B,NA,Consumer Services,Restaurants
MUX,McEwen Mining Inc.,1.67,$575.42M,NA,Basic Industries,Precious Metals
MCK,McKesson Corporation,126.67,$24.75B,NA,Health Care,Other Pharmaceuticals
MDU,"MDU Resources Group, Inc.",24.98,$4.9B,NA,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MTL,Mechel PAO,2.33,$581.95M,2004,Basic Industries,Steel/Iron Ore
MTL^,Mechel PAO,0.7364,NA,NA,NA,NA
MRT,"MedEquities Realty Trust, Inc.",10.91,$347.38M,2016,Consumer Services,Real Estate Investment Trusts
MPW,"Medical Properties Trust, Inc.",17.09,$6.33B,2005,Consumer Services,Real Estate Investment Trusts
MED,MEDIFAST INC,122.21,$1.46B,NA,Consumer Non-Durables,Packaged Foods
MCC,Medley Capital Corporation,2.95,$160.7M,2011,NA,NA
MCV,Medley Capital Corporation,24.67,NA,NA,NA,NA
MCX,Medley Capital Corporation,24.8693,NA,2015,NA,NA
MDLQ,Medley LLC,22.32,NA,2017,Finance,Investment Managers
MDLX,Medley LLC,20.87,NA,2016,Finance,Investment Managers
MDLY,Medley Management Inc.,4.14,$125.58M,2014,Finance,Investment Managers
MD,"Mednax, Inc",36.79,$3.29B,NA,Health Care,Hospital/Nursing Management
MDT,Medtronic plc,87.3,$117.25B,NA,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MFAC,Megalith Financial Acquisition Corp.,9.72,$205.69M,2018,Finance,Business Services
MFAC.U,Megalith Financial Acquisition Corp.,NA,NA,2018,NA,NA
MFAC.WS,Megalith Financial Acquisition Corp.,NA,NA,NA,NA,NA
MRK,"Merck & Company, Inc.",75.87,$197.29B,NA,Health Care,Major Pharmaceuticals
MCY,Mercury General Corporation,54.22,$3B,NA,Finance,Property-Casualty Insurers
MDP,Meredith Corporation,55.46,$2.49B,NA,Consumer Services,Newspapers/Magazines
MTH,Meritage Corporation,40.24,$1.61B,NA,Capital Goods,Homebuilding
MTOR,"Meritor, Inc.",20,$1.7B,NA,Capital Goods,Auto Parts:O.E.M.
MER^K,"Merrill Lynch & Co., Inc.",25.87,NA,NA,NA,NA
PIY,"Merrill Lynch Depositor, Inc.",11.55,NA,NA,Finance,Finance: Consumer Services
MTR,Mesa Royalty Trust,12.9542,$24.14M,NA,Energy,Oil & Gas Production
MSB,Mesabi Trust,28.88,$378.91M,NA,Basic Industries,Precious Metals
MEI,"Methode Electronics, Inc.",26.01,$962.03M,NA,Capital Goods,Electrical Products
MET,"MetLife, Inc.",45.31,$44.71B,2e3,Finance,Life Insurance
MET^A,"MetLife, Inc.",22.19,NA,NA,NA,NA
MET^E,"MetLife, Inc.",24.69,NA,NA,NA,NA
MCB,Metropolitan Bank Holding Corp.,35.47,$291.11M,2017,Finance,Major Banks
MTD,"Mettler-Toledo International, Inc.",602.1,$15.08B,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments
MXE,"Mexico Equity and Income Fund, Inc. (The)",11.1222,$77.66M,NA,NA,NA
MXF,"Mexico Fund, Inc. (The)",14.71,$220.73M,NA,NA,NA
MFA,"MFA Financial, Inc.",7.1,$3.19B,NA,Consumer Services,Real Estate Investment Trusts
MFA^B,"MFA Financial, Inc.",24.33,NA,NA,NA,NA
MFO,"MFA Financial, Inc.",25.55,NA,NA,Consumer Services,Real Estate Investment Trusts
MFCB,MFC Bancorp Ltd.,6.99,$87.62M,NA,Finance,Commercial Banks
MCR,MFS Charter Income Trust,7.59,$365.67M,1989,NA,NA
MGF,MFS Government Markets Income Trust,4.42,$144.1M,1987,NA,NA
MIN,MFS Intermediate Income Trust,3.65,$429.67M,1988,NA,NA
MMT,MFS Multimarket Income Trust,5.32,$364.3M,1987,NA,NA
MFM,MFS Municipal Income Trust,6.39,$263.19M,1986,NA,NA
MFV,MFS Special Value Trust,5.18,$36.94M,NA,NA,NA
MTG,MGIC Investment Corporation,11.76,$4.25B,1991,Finance,Property-Casualty Insurers
MGP,MGM Growth Properties LLC,29.18,$7.76B,2016,Consumer Services,Real Estate Investment Trusts
MGM,MGM Resorts International,28.56,$15.06B,NA,Consumer Services,Hotels/Resorts
MFGP,Micro Focus Intl PLC,19.39,$8.07B,2017,Technology,Computer Software: Prepackaged Software
MAA,"Mid-America Apartment Communities, Inc.",100.14,$11.4B,1994,Consumer Services,Real Estate Investment Trusts
MAA^I,"Mid-America Apartment Communities, Inc.",62.8905,NA,NA,NA,NA
MSL,MidSouth Bancorp,11.46,$190.71M,NA,Finance,Major Banks
MPO,"MIDSTATES PETROLEUM COMPANY, INC.",9.86,$249.48M,2016,Energy,Oil & Gas Production
MCRN,Milacron Holdings Corp.,13.44,$950.44M,2015,Technology,Industrial Machinery/Components
MLR,"Miller Industries, Inc.",29.62,$337.51M,NA,Capital Goods,Construction/Ag Equipment/Trucks
HIE,Miller/Howard High Income Equity Fund,11.42,$156.9M,2014,NA,NA
MTX,Minerals Technologies Inc.,55.55,$1.96B,1992,Basic Industries,Major Chemicals
MG,Mistras Group Inc,15.25,$435.28M,2009,Consumer Services,Military/Government/Technical
MUFG,Mitsubishi UFJ Financial Group Inc,5.3,$68.68B,NA,Finance,Commercial Banks
MIXT,MiX Telematics Limited,15.12,$344.59M,2013,Technology,Computer Software: Prepackaged Software
MFG,"Mizuho Financial Group, Inc.",3.23,$40.95B,NA,Finance,Major Banks
MBT,Mobile TeleSystems OJSC,8.14,$7.67B,NA,Public Utilities,Telecommunications Equipment
MODN,"Model N, Inc.",14.72,$464.13M,2013,Technology,"Computer Software: Programming, Data Processing"
MOD,Modine Manufacturing Company,13.33,$675.75M,NA,Capital Goods,Auto Parts:O.E.M.
MC,Moelis & Company,43.09,$1.97B,2014,Finance,Investment Managers
MOGU,MOGU Inc.,15.95,$1.7B,2018,Miscellaneous,Business Services
MHK,"Mohawk Industries, Inc.",126.62,$9.4B,NA,Consumer Durables,Home Furnishings
MOH,Molina Healthcare Inc,136.96,$8.54B,2003,Health Care,Medical Specialities
TAP,Molson Coors Brewing  Company,63.62,$10.36B,NA,Consumer Non-Durables,Beverages (Production/Distribution)
TAP.A,Molson Coors Brewing  Company,NA,NA,NA,NA,NA
MNR,Monmouth Real Estate Investment Corporation,13.19,$1.21B,NA,Consumer Services,Real Estate Investment Trusts
MNR^C,Monmouth Real Estate Investment Corporation,23.1,NA,NA,NA,NA
MCO,Moody&#39;s Corporation,159.4,$30.54B,NA,Finance,Finance: Consumer Services
MOG.A,Moog Inc.,NA,NA,NA,NA,NA
MOG.B,Moog Inc.,NA,NA,NA,NA,NA
MS,Morgan Stanley,43.69,$75.15B,NA,Finance,Investment Bankers/Brokers/Service
MS^A,Morgan Stanley,19.93,NA,NA,NA,NA
MS^E,Morgan Stanley,27.41,NA,NA,NA,NA
MS^F,Morgan Stanley,26.95,NA,NA,NA,NA
MS^G,Morgan Stanley,25.42,NA,NA,NA,NA
MS^I,Morgan Stanley,26.13,NA,NA,NA,NA
MS^K,Morgan Stanley,25.19,NA,NA,NA,NA
APF,"Morgan Stanley Asia-Pacific Fund, Inc.",17.28,$225.07M,NA,NA,NA
CAF,Morgan Stanley China A Share Fund Inc.,19.53,$427.35M,2006,NA,NA
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",8.67,$180.89M,1993,NA,NA
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",6.56,$438.37M,2007,NA,NA
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",17.38,$236.03M,1991,NA,NA
IIF,"Morgan Stanley India Investment Fund, Inc.",20.24,$281.65M,1994,NA,NA
MOSC,Mosaic Acquisition Corp.,9.93,$428.23M,2017,Finance,Business Services
MOSC.U,Mosaic Acquisition Corp.,NA,NA,2017,NA,NA
MOSC.WS,Mosaic Acquisition Corp.,NA,NA,NA,NA,NA
MOS,Mosaic Company (The),32.2,$12.41B,NA,Basic Industries,Agricultural Chemicals
MSI,"Motorola Solutions, Inc.",115.6,$18.9B,NA,Technology,Radio And Television Broadcasting And Communications Equipment
MOV,Movado Group Inc.,33.82,$781.1M,NA,Consumer Non-Durables,Consumer Specialties
MPLX,MPLX LP,34.11,$27.09B,2012,Energy,Natural Gas Distribution
MRC,MRC Global Inc.,16.11,$1.46B,2012,Capital Goods,Industrial Machinery/Components
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,7.3,NA,NA,Finance,Finance: Consumer Services
MSA,MSA Safety Incorporporated,100.84,$3.88B,NA,Health Care,Industrial Specialties
MSM,"MSC Industrial Direct Company, Inc.",83.32,$4.61B,1995,Capital Goods,Industrial Machinery/Components
MSCI,MSCI Inc,165.97,$14.61B,NA,Miscellaneous,Business Services
MSGN,MSG Networks Inc.,22.5,$1.68B,NA,Consumer Services,Television Services
MLI,"Mueller Industries, Inc.",25.24,$1.46B,NA,Capital Goods,Metal Fabrications
MWA,Mueller Water Products Inc,9.73,$1.54B,2006,Capital Goods,Metal Fabrications
MVF,"MuniVest Fund, Inc.",8.67,$562.13M,NA,NA,NA
MZA,"MuniYield Arizona Fund, Inc.",13.045,$60.33M,1993,NA,NA
MUR,Murphy Oil Corporation,28.13,$4.87B,NA,Energy,Oil & Gas Production
MUSA,Murphy USA Inc.,82.42,$2.66B,2013,Consumer Durables,Automotive Aftermarket
MVO,MV Oil Trust,7.1,$81.65M,2007,Energy,Oil & Gas Production
MVC,"MVC Capital, Inc.",8.86,$157.83M,NA,NA,NA
MVCD,"MVC Capital, Inc.",25.05,NA,2017,NA,NA
MYE,"Myers Industries, Inc.",16.25,$574.48M,NA,Consumer Non-Durables,Plastic Products
MYOV,Myovant Sciences Ltd.,18.29,$1.29B,2016,Health Care,Major Pharmaceuticals
NBR,Nabors Industries Ltd.,3.06,$1.09B,NA,Energy,Oil & Gas Production
NBR^A,Nabors Industries Ltd.,24.09,NA,NA,NA,NA
NC,"NACCO Industries, Inc.",37.21,$258.34M,NA,Consumer Durables,Consumer Electronics/Appliances
NTP,Nam Tai Property Inc.,8.83,$331.8M,NA,Finance,Real Estate
NTEST,NASDAQ TEST STOCK,22.51,NA,NA,NA,NA
NTEST.A,NASDAQ TEST STOCK,NA,NA,NA,NA,NA
NTEST.B,NASDAQ TEST STOCK,NA,NA,NA,NA,NA
NTEST.C,NASDAQ TEST STOCK,NA,NA,NA,NA,NA
NBHC,National Bank Holdings Corporation,33.45,$1.03B,2012,Finance,Major Banks
NFG,National Fuel Gas Company,56.04,$4.82B,NA,Public Utilities,Oil/Gas Transmission
NGG,"National Grid Transco, PLC",52,$35.46B,NA,Public Utilities,Natural Gas Distribution
NHI,"National Health Investors, Inc.",78.99,$3.34B,NA,Consumer Services,Real Estate Investment Trusts
NOV,"National Oilwell Varco, Inc.",30.45,$11.67B,NA,Energy,Metal Fabrications
NPK,"National Presto Industries, Inc.",125.96,$879.15M,NA,Capital Goods,Ordnance And Accessories
NNN,National Retail Properties,49.98,$7.95B,NA,Consumer Services,Real Estate Investment Trusts
NNN^E,National Retail Properties,24.61,NA,NA,NA,NA
NNN^F,National Retail Properties,22.67,NA,NA,NA,NA
SID,National Steel Company,2.61,$3.6B,NA,Capital Goods,Steel/Iron Ore
NSA,National Storage Affiliates Trust,26.49,$1.5B,2015,Consumer Services,Real Estate Investment Trusts
NSA^A,National Storage Affiliates Trust,24.32,NA,NA,NA,NA
NGS,"Natural Gas Services Group, Inc.",17.82,$233.75M,2002,Energy,Oilfield Services/Equipment
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",16.14,$361.41M,2012,Consumer Services,Food Chains
NRP,Natural Resource Partners LP,37.72,$461.92M,2002,Energy,Coal Mining
NTZ,"Natuzzi, S.p.A.",1.0517,$57.69M,1993,Consumer Durables,Home Furnishings
NLS,"Nautilus Group, Inc. (The)",7.02,$209.11M,NA,Consumer Non-Durables,Recreational Products/Toys
NCI,"Navigant Consulting, Inc.",25.52,$1.09B,NA,Consumer Services,Professional Services
NVGS,Navigator Holdings Ltd.,9.27,$515.93M,2013,Transportation,Marine Transportation
NNA,Navios Maritime Acquisition Corporation,5.48,$72.86M,NA,Transportation,Marine Transportation
NM,Navios Maritime Holdings Inc.,2.7,$3.37M,NA,Transportation,Marine Transportation
NM^G,Navios Maritime Holdings Inc.,3.85,NA,NA,NA,NA
NM^H,Navios Maritime Holdings Inc.,3.83,NA,NA,NA,NA
NMM,Navios Maritime Partners LP,1.22,$204.46M,2007,Transportation,Marine Transportation
NAV,Navistar International Corporation,32.3,$3.2B,NA,Capital Goods,Auto Manufacturing
NAV^D,Navistar International Corporation,24.4229,NA,NA,Capital Goods,Auto Manufacturing
NCS,"NCI Building Systems, Inc.",7.86,$985.23M,NA,Capital Goods,Metal Fabrications
NCR,NCR Corporation,26.49,$3.13B,NA,Miscellaneous,Office Equipment/Supplies/Services
NP,"Neenah, Inc.",67.15,$1.13B,NA,Basic Industries,Paper
NNI,"Nelnet, Inc.",54.37,$2.21B,2003,Finance,Finance: Consumer Services
NPTN,NeoPhotonics Corporation,7.06,$325.11M,2011,Technology,Semiconductors
NETS,Netshoes (Cayman) Limited,2.11,$65.53M,2017,Consumer Services,Catalog/Specialty Distribution
NVRO,Nevro Corp.,42.5,$1.28B,2014,Health Care,Medical/Dental Instruments
HYB,"New America High Income Fund, Inc. (The)",7.99,$186.72M,1988,NA,NA
NFC,New Frontier Corporation,9.78,$395.72M,2018,Finance,Business Services
NFC.U,New Frontier Corporation,NA,NA,2018,NA,NA
NFC.WS,New Frontier Corporation,NA,NA,NA,NA,NA
GF,"New Germany Fund, Inc. (The)",13.1108,$209.13M,1990,NA,NA
NWHM,New Home Company Inc. (The),6.88,$140.62M,2014,Capital Goods,Homebuilding
IRL,"New Ireland Fund, Inc. (The)",8.7192,$43.44M,1990,NA,NA
NEWM,New Media Investment Group Inc.,13.25,$798.94M,2014,Consumer Services,Newspapers/Magazines
NMFC,New Mountain Finance Corporation,13.63,$1.04B,2011,NA,NA
NMFX,New Mountain Finance Corporation,24.89,NA,2018,NA,NA
EDU,"New Oriental Education & Technology Group, Inc.",65.9,$10.43B,2006,Consumer Services,Other Consumer Services
NEWR,"New Relic, Inc.",95.68,$5.45B,2014,Technology,Computer Software: Prepackaged Software
NRZ,New Residential Investment Corp.,16.18,$5.51B,NA,Consumer Services,Real Estate Investment Trusts
SNR,New Senior Investment Group Inc.,4.79,$393.49M,2014,Consumer Services,Real Estate Investment Trusts
NYCB,"New York Community Bancorp, Inc.",10.57,$5.18B,NA,Finance,Banks
NYCB^A,"New York Community Bancorp, Inc.",24.93,NA,NA,NA,NA
NYCB^U,"New York Community Bancorp, Inc.",47.5,NA,NA,NA,NA
NYT,New York Times Company (The),25.18,$4.15B,NA,Consumer Services,Newspapers/Magazines
NFX,Newfield Exploration Company,18.57,$3.73B,1993,Energy,Oil & Gas Production
NJR,NewJersey Resources Corporation,46.9,$4.15B,NA,Public Utilities,Oil/Gas Transmission
NEU,NewMarket Corporation,400.55,$4.57B,NA,Basic Industries,Major Chemicals
NEM,Newmont Mining Corporation,31.77,$16.92B,NA,Basic Industries,Precious Metals
NR,"Newpark Resources, Inc.",8.54,$775.5M,NA,Energy,Metal Fabrications
NEXA,Nexa Resources S.A.,10.19,$1.36B,2017,Basic Industries,Precious Metals
NXRT,"NexPoint Residential Trust, Inc.",36.66,$861.5M,2015,Consumer Services,Real Estate Investment Trusts
NHF,NexPoint Strategic Opportunities Fund,21.42,$487.06M,NA,NA,NA
NEP,"NextEra Energy Partners, LP",42.97,$2.41B,2014,Public Utilities,Electric Utilities: Central
NEE,"NextEra Energy, Inc.",176.09,$84.16B,NA,Public Utilities,Electric Utilities: Central
NEE^I,"NextEra Energy, Inc.",23.88,NA,NA,NA,NA
NEE^J,"NextEra Energy, Inc.",22.76,NA,NA,NA,NA
NEE^K,"NextEra Energy, Inc.",24.45,NA,NA,NA,NA
NEE^R,"NextEra Energy, Inc.",58.41,NA,NA,NA,NA
NGL,NGL ENERGY PARTNERS LP,11.34,$1.4B,2011,Energy,Oil Refining/Marketing
NGL^B,NGL ENERGY PARTNERS LP,23.08,NA,NA,NA,NA
NMK^B,"Niagara Mohawk Holdings, Inc.",93.4455,NA,NA,Public Utilities,Natural Gas Distribution
NMK^C,"Niagara Mohawk Holdings, Inc.",93.25,NA,NA,Public Utilities,Natural Gas Distribution
NLSN,Nielsen N.V.,26.14,$9.28B,2011,Miscellaneous,Business Services
NKE,"Nike, Inc.",80.45,$126.61B,NA,Consumer Non-Durables,Shoe Manufacturing
NINE,"Nine Energy Service, Inc.",24.84,$749.4M,2018,Energy,Oilfield Services/Equipment
NIO,NIO Inc.,6.71,$6.88B,2018,Capital Goods,Auto Manufacturing
NI,"NiSource, Inc",26.65,$9.91B,NA,Public Utilities,Power Generation
NI^B,"NiSource, Inc",25.61,NA,NA,Public Utilities,Power Generation
NL,"NL Industries, Inc.",4.46,$217.32M,NA,Basic Industries,Major Chemicals
NOAH,Noah Holdings Ltd.,48.83,$2.8B,2010,Finance,Investment Managers
NE,Noble Corporation,3.43,$846.5M,NA,Energy,Oil & Gas Production
NBL,Noble Energy Inc.,23.39,$11.22B,NA,Energy,Oil & Gas Production
NBLX,Noble Midstream Partners LP,32.94,$1.31B,2016,Energy,Natural Gas Distribution
NOK,Nokia Corporation,6.11,$34.17B,1994,Technology,Radio And Television Broadcasting And Communications Equipment
NOMD,Nomad Foods Limited,17.97,$3.13B,2016,Consumer Non-Durables,Packaged Foods
NMR,Nomura Holdings Inc ADR,4.22,$13.96B,NA,Finance,Investment Bankers/Brokers/Service
OSB,Norbord Inc.,28.5,$2.37B,NA,Basic Industries,Forest Products
NAO,Nordic American Offshore Ltd,0.4998,$30.98M,2014,Transportation,Marine Transportation
NAT,Nordic American Tankers Limited,2.16,$306.65M,NA,Consumer Services,Marine Transportation
JWN,"Nordstrom, Inc.",47.52,$7.95B,NA,Consumer Services,Clothing/Shoe/Accessory Stores
NSC,Norfolk Souther Corporation,169.05,$46.04B,NA,Transportation,Railroads
NOA,North American Construction Group Ltd.,10.59,$286.85M,2006,Energy,Oilfield Services/Equipment
NRT,North European Oil Royality Trust,6.19,$56.89M,NA,Energy,Oil & Gas Production
NOC,Northrop Grumman Corporation,267.75,$46.49B,NA,Capital Goods,Industrial Machinery/Components
NRE,NorthStar Realty Europe Corp.,16.33,$813.52M,2015,Consumer Services,Real Estate Investment Trusts
NWN,Northwest Natural Holding Company,60.63,$1.75B,NA,Public Utilities,Oil/Gas Transmission
NWE,NorthWestern Corporation,62.17,$3.13B,NA,Public Utilities,Power Generation
NCLH,Norwegian Cruise Line Holdings Ltd.,47.53,$10.46B,NA,Consumer Services,Marine Transportation
NVS,Novartis AG,88.99,$205.57B,NA,Health Care,Major Pharmaceuticals
NVO,Novo Nordisk A/S,48.05,$114.97B,NA,Health Care,Major Pharmaceuticals
DNOW,NOW Inc.,13.73,$1.49B,2014,Energy,Metal Fabrications
NRG,"NRG Energy, Inc.",40.34,$11.7B,NA,Public Utilities,Electric Utilities: Central
NUS,"Nu Skin Enterprises, Inc.",64.46,$3.58B,1996,Health Care,Other Pharmaceuticals
NUE,Nucor Corporation,58.73,$18.44B,NA,Basic Industries,Steel/Iron Ore
NS,Nustar Energy L.P.,26.38,$2.82B,NA,Energy,Natural Gas Distribution
NS^A,Nustar Energy L.P.,22.57,NA,NA,NA,NA
NS^B,Nustar Energy L.P.,20.65,NA,NA,NA,NA
NS^C,Nustar Energy L.P.,23.51,NA,NA,NA,NA
NSS,"NuStar Logistics, L.P.",24.85,NA,NA,NA,NA
NTR,Nutrien Ltd.,51.29,$31.42B,2018,Basic Industries,Agricultural Chemicals
JMLP,Nuveen All Cap Energy MLP Opportunities Fund,6.38,$86.13M,2014,NA,NA
NVG,Nuveen AMT-Free Municipal Credit Income Fund,14.3,$2.9B,2002,NA,NA
NUV,Nuveen AMT-Free Municipal Value Fund,9.56,$1.98B,1987,NA,NA
NUW,Nuveen AMT-Free Municipal Value Fund,15.47,$238.22M,2009,NA,NA
NEA,Nuveen AMT-Free Quality Municipal Income Fund,12.8,$3.36B,2002,NA,NA
NAZ,Nuveen Arizona Quality Municipal Income Fund,12.21,$141.46M,1992,NA,NA
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,13.115,$624.02M,2002,NA,NA
NCB,Nuveen California Municipal Value Fund 2,15.7973,$52.13M,NA,NA,NA
NCA,"Nuveen California Municipal Value Fund, Inc.",9.46,$265.74M,NA,NA,NA
NAC,Nuveen California Quality Municipal Income Fund,12.95,$1.88B,1999,NA,NA
NTC,Nuveen Connecticut Quality Municipal Income Fund,11.65,$167.71M,1993,NA,NA
JCE,Nuveen Core Equity Alpha Fund,13.29,$213.02M,2007,NA,NA
JCO,Nuveen Credit Opportunities 2022 Target Term Fund,9.1,$251.92M,2017,NA,NA
JQC,Nuveen Credit Strategies Income Fund,7.7,$1.05B,2003,NA,NA
JDD,Nuveen Diversified Dividend and Income Fund,9.96,$196.68M,2003,NA,NA
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,17.22,$621.87M,2014,NA,NA
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,8.08,$115.02M,2017,NA,NA
JMF,Nuveen Energy MLP Total Return Fund,9.26,$377.69M,2011,NA,NA
NEV,Nuveen Enhanced Municipal Value Fund,13.31,$332.09M,2009,NA,NA
JFR,Nuveen Floating Rate Income Fund,9.59,$545.85M,2004,NA,NA
JRO,Nuveen Floating Rate Income Opportuntiy Fund,9.58,$388.58M,2004,NA,NA
NKG,Nuveen Georgia Quality Municipal Income Fund,11.26,$117.63M,2002,NA,NA
JGH,Nuveen Global High Income Fund,14.41,$334.77M,2014,NA,NA
JHY,Nuveen High Income 2020 Target Term Fund,9.9801,$157.41M,2015,NA,NA
JHAA,Nuveen High Income 2023 Target Term Fund,10.2813,NA,2018,NA,NA
JHD,Nuveen High Income December 2019 Target Term Fund,9.871,$267.15M,2016,NA,NA
JHB,Nuveen High Income November 2021 Target Term Fund,9.56,$534.13M,2016,NA,NA
NXC,Nuveen Insured California Select Tax-Free Income Portfolio,13.52,$85.85M,1992,NA,NA
NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,12.995,$51M,1992,NA,NA
NID,Nuveen Intermediate Duration Municipal Term Fund,12.7,$595.75M,2012,NA,NA
NMY,Nuveen Maryland Quality Municipal Income Fund,12.12,$280.7M,1993,NA,NA
NMT,Nuveen Massachusetts Municipal Income Fund,12.49,$116.44M,NA,NA,NA
NUM,Nuveen Michigan Quality Municipal Income Fund,12.75,$259.35M,1991,NA,NA
NMS,Nuveen Minnesota Quality Municipal Income Fund,12.56,$72.75M,2014,NA,NA
NOM,Nuveen Missouri Quality Municipal Income Fund,12.17,$28.53M,1993,NA,NA
JLS,Nuveen Mortgage Opportunity Term Fund,22.65,$359.87M,2009,NA,NA
